Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1Eao9svXafEWI3jbZQq0sh,"Godmorgon","100% Kikki","Kikki Danielsson;Chips",2001,180973,42,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"dansband,schlager,doo-wop,swedish pop","WM Sweden",0.529,0.903,6,-2.045,1,0.0377,0.0709,0.0000124,0.233,0.487,124.127,4
spotify:track:4aPcTg1kfDZjGmwySuLT23,"Hallå hela pressen","Stoppa pressarna","Chattanooga",1982-01-01,168533,29,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,schlager","Hawk Records",0.782,0.801,10,-6.811,0,0.0292,0.214,0,0.0943,0.96,125.782,4
spotify:track:7yvmgxe4YgIdnV8w7OEqA3,"Hubba Hubba Zoot Zoot","Caramba","Caramba",2011-02-09,205466,37,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"","Riverside Records",0.708,0.997,11,-4.421,0,0.293,0.403,0,0.759,0.382,163.018,4
spotify:track:4UcqictH0qFzGtYfJWLfDi,"Härifrån till Evigheten","Musik (2007 mastering)","Björn J:son Lindh",1981-01-01,207413,15,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"jazz fusion","Universal Music AB",0.375,0.628,7,-6.775,1,0.0335,0.294,0.909,0.386,0.352,75.218,4
spotify:track:6CT0MVgHnoAUXrSrnlwfWx,"I Know There's Something Going On","Something's Going On","Frida",1982-09-06,326746,54,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Polar Music International AB",0.585,0.795,2,-8.269,0,0.0358,0.0412,0.291,0.0834,0.865,109.011,4
spotify:track:4VDTjtTRTXFx0nOczt77rK,"Kär och galen","Kär och galen","Ulf Lundell",1982,326653,35,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Parlophone Sweden",0.491,0.889,7,-5.388,1,0.0377,0.263,0,0.324,0.86,135.67,4
spotify:track:1RYcpR7MhKbV3NSv787Su6,"Ljudet av ett annat hjärta - 7"" Single","Tidiga Tider: Bonuslåtar och alternativa versioner 79-81","Gyllene Tider",1981-12-31,231480,56,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,dansband","WM Sweden",0.479,0.936,9,-5.016,1,0.14,0.00339,0.0223,0.0587,0.396,155.315,4
spotify:track:5Eok8CMlVZIIqvQ96YF2ad,"Låt kärleken slå rot","Stormvarning (Remastered 2009)","Ted Gärdestad",1981,286906,47,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop","Universal Music AB",0.577,0.889,7,-4.009,1,0.0345,0.124,0.000123,0.286,0.586,123.61,4
spotify:track:5v53hAkdv5VA3458AUCNQl,"Läppar tiger, ögon talar","En plats i solen","Lustans Lakejer",1982,184586,20,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"swedish pop,synthpop","Universal Music AB",0.74,0.856,9,-4.963,0,0.0436,0.0729,0,0.114,0.901,134.874,4
spotify:track:3MceuXaKnT5szNguqVqDoG,"Mamma pappa barn","Kärlek och uppror","Ebba Grön",1981-01-01,183013,42,false,8blrladeh06ispxcd2fkwkdel,2026-04-08T16:40:52Z,"punk,swedish pop","MNW Music AB",0.542,0.797,0,-12.622,1,0.045,0.00314,0.00493,0.205,0.725,157.1,4
