Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:22ZeJzT4NrWoroFFhACOJs,"A Place To Call Home","A Place To Call Home","Joey Tempest",1995-01-01,222866,31,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:59:23Z,"aor,arena rock","Universal Music AB",0.608,0.742,11,-8.308,1,0.0303,0.00236,0,0.0957,0.7,123.792,4
spotify:track:6UF8VeDgJ2yfnSP58tWLLc,"Allt är gjort av plåt","Mississippi","Rolf Wikström",1994-01-01,235093,33,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:58:45Z,"swedish pop,blues rock,bisrock","MNW Music AB",0.504,0.802,5,-6.423,1,0.0512,0.000309,0.283,0.184,0.6,134.86,4
spotify:track:51s4MVIC0Fsc3nx8y6beWz,"Angela - inkl. intro Ted 3 år","Franska kort (Remastered 2009)","Ted Gärdestad",1976,206200,19,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:49:28Z,"swedish pop","Universal Music AB",0.538,0.722,9,-3.372,1,0.062,0.426,0,0.0561,0.705,164.013,4
spotify:track:2xAyr92heKfuPBlKbMCMUE,"Billy","Gyllene Tider","Gyllene Tider",1980-02-18,325400,46,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:50:12Z,"swedish pop,dansband","Parlophone Sweden",0.422,0.765,0,-5.319,1,0.0543,0.258,0.0000408,0.134,0.52,125.654,4
spotify:track:5Sl4ayNzYNxDnHKCsebe5g,"Broken Promise Land","Broken Promise Land","Weeping Willows",1997-06-15,278973,44,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:59:59Z,"swedish pop,christmas","Weeping Willows HB",0.255,0.479,7,-9.096,1,0.0308,0.618,0.0000253,0.182,0.365,79.563,3
spotify:track:2Gah9qQMVdxCZJllU9HmnZ,"Cherokee","The Final Countdown (Expanded Edition)","Europe",1986,252933,54,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:53:49Z,"glam metal","Portrait/Epic/Legacy",0.585,0.804,4,-6.205,0,0.044,0.0246,0.00000107,0.179,0.673,111.118,4
spotify:track:7uAyjVQa8hJIJU7EKjLJIu,"Ciao Ciao Italia","Ciao Ciao Italia","After Shave;Fotbollslandslaget",1990-01-01,197840,23,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:55:49Z,"","Sony Music Local",0.607,0.641,8,-11.038,1,0.0403,0.0598,0,0.418,0.488,128.986,4
spotify:track:2tbXMgAqR5Fyx0qOedur3c,"En tuff brud i lyxförpackning","40-Bästa","Lill-Babs",2019-02-20,148413,33,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:43:29Z,"dansband,epadunk,swedish pop","Universal Music AB",0.537,0.649,8,-6.319,1,0.0665,0.679,0,0.145,0.675,119.667,4
spotify:track:1FmhMxnbJ1wGQ2gARKK79C,"Flickor bak i bilen","Originalinspelningar 1955-1980","Siw Malmkvist",2004-12-21,132293,31,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:43:29Z,"schlager,dansband,schlagerparty","WM Sweden",0.722,0.481,5,-7.288,1,0.103,0.741,0,0.0738,0.767,126.522,4
spotify:track:5Vu25xkAIliFJTMpkXHPGh,"Fångad i en dröm","Skifs Hits!","Björn Skifs",2005-04-08,177200,29,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:51:59Z,"","Parlophone Sweden",0.703,0.825,5,-5.495,0,0.0314,0.0343,0,0.611,0.794,124.765,4
spotify:track:4NIIAg25UsaQyqrJDywuSy,"Gamle Svarten","Gamle Svarten","Cacka Israelsson",1998,164133,33,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:43:29Z,"dansband","Parlophone Sweden",0.497,0.269,9,-11.982,1,0.0322,0.976,0.0265,0.12,0.606,123.999,4
spotify:track:4zNU3rEJKnUk1HGSTK5Aa9,"Hit Me With Your Lovething","Rhythm & Blonde","Louise Hoffsten",1993-03-24,183360,23,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:58:27Z,"swedish pop","Rival Records",0.655,0.893,9,-8.049,1,0.0732,0.00307,0.00332,0.312,0.721,113.094,4
spotify:track:2KqY5Bvi0l2wNyWYpzzrDr,"Håll om mej!","Peter LeMarc","Peter LeMarc",1987-08-05,232946,48,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:54:18Z,"swedish pop","Peter LeMarc",0.679,0.683,8,-6.648,1,0.0284,0.00616,0.00231,0.165,0.566,123.994,4
spotify:track:4Ghi1Ny5JQffyebE8ms4VC,"I mörkret med dej","Schiffz","Björn Skifs",1975,235266,17,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:49:19Z,"","Parlophone Sweden",0.486,0.526,0,-8.278,1,0.17,0.257,0.0000112,0.0972,0.866,167.935,4
spotify:track:2imvXOENPpxYh6MMrgjV7w,"Ingela - 1998 Remastered Version","Tjejjer","Robert Broberg",1969,135666,17,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:46:09Z,"swedish pop,dansband","Parlophone Sweden",0.56,0.695,10,-9.484,1,0.048,0.674,0,0.554,0.962,111.95,4
spotify:track:5A2ozzPyNzC5opKM9VxAOj,"IQ","Välkommen till folkhemmet","Magnus Uggla",1983-05-06,210866,36,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:53:07Z,"swedish pop","Uggly Music",0.581,0.748,6,-6.074,1,0.054,0.0643,0,0.167,0.664,141.774,4
spotify:track:1Z4zGDjmHURFmHAd0OAV2t,"Judy min vän","Tommy Körberg - Judy min vän (Remastered 2011)","Tommy Körberg",1969-01-01,140053,36,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:46:09Z,"christmas","Universal Music AB",0.306,0.655,8,-6.739,1,0.0443,0.729,0,0.151,0.694,175.754,4
spotify:track:2Hx61KuedgBKOaJ1GfflJe,"Just Nu - Bonus Track","Lookin' For A Good Time (Bonus Track Version)","Tomas Ledin",1980-01-01,223200,18,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:51:18Z,"swedish pop,dansband","Universal Music AB",0.755,0.479,9,-14.279,0,0.0439,0.0115,0.227,0.0644,0.861,140.279,4
spotify:track:6mwzXxkU8SLbIcOCqCVuOg,"Kräm (så nära får ingen gå)","Verkligen","kent",1996-03-15,161666,52,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:59:49Z,"swedish pop","RCA Records Label",0.334,0.716,5,-8.792,1,0.0416,0.0000374,0.0129,0.347,0.42,124.675,4
spotify:track:0QdVGTXqv8f0lmeb1rZ0fF,"Lake District","Europa","Björn J:son Lindh;Staffan Scheja",1984-02-01,208973,12,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:53:19Z,"jazz fusion","LCM Productions",0.338,0.0194,11,-25.617,1,0.0413,0.947,0.894,0.261,0.0871,119.327,4
spotify:track:5067DKpOhNsqobBBJLZCCl,"Last Night a DJ Saved My Life - C&J Mix","Allstars","Blacknuss;Cutfather & Joe",1996-01-01,274880,40,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:59:47Z,"acid jazz","Diesel",0.863,0.654,4,-7.269,1,0.0693,0.139,0,0.0552,0.886,110.024,4
spotify:track:6jnrPP2pKWHUNvmnNKk7PO,"Let the Hammer Fall","Legacy of Kings","HammerFall",1998-09-28,256506,46,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T04:00:29Z,"power metal,metal,speed metal,heavy metal,symphonic metal,folk metal","Nuclear Blast",0.575,0.868,1,-5.888,1,0.0398,0.000311,0.0269,0.0903,0.617,141.962,4
spotify:track:1F0Y1B3oUWg4ojZqjOiias,"Lyckliga gatan","Lyckliga gatan","Anna-Lena Löfgren",1967,215626,49,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:46:09Z,"dansband,swedish pop","WM Sweden",0.505,0.368,7,-7.579,1,0.0355,0.563,0,0.123,0.469,112.796,4
spotify:track:6UbwfQeAEzhnolDwXiPowY,"Mer jul","Mer jul","Adolphson & Falk",1984,233893,30,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:53:12Z,"christmas,swedish pop","WM Sweden",0.583,0.747,4,-5.633,0,0.0834,0.293,0.00656,0.659,0.662,160.865,4
spotify:track:7affuyDflV8wvNI4UhuHjX,"Mikrofonkåt","Mitt sjätte sinne","Petter",1998-06-29,271506,41,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T04:00:16Z,"swedish pop","RCA/Ricochet",0.697,0.766,4,-6.486,0,0.415,0.0638,0,0.0753,0.783,89.967,4
spotify:track:4jtkL568p5AjSVxIhx6Oml,"Mitt bästa för dig","Grymlings","Grymlings",1990-03-01,251853,52,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:55:49Z,"swedish pop,dansband","WM Sweden",0.708,0.783,7,-5.046,1,0.0267,0.0193,0.00000104,0.0773,0.651,126.629,4
spotify:track:50bknBmd8CXo453MJocRFz,"Mörkret faller på","Mörkret faller på","Hansa Band",1981-03-02,186130,28,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:51:51Z,"swedish pop,dansband","Universal Music AB",0.749,0.732,2,-5.602,1,0.0618,0.0324,0.00000331,0.0488,0.938,120.415,4
spotify:track:7rxXcW5fhmLV5hYUL6xZ8g,"Never My Love","Pinewood Rally","Blue Swede;Björn Skifs",1973-01-22,149013,10,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:48:16Z,"","Parlophone Sweden",0.492,0.806,10,-5.418,1,0.0311,0.0105,0.0000516,0.239,0.909,127.873,4
spotify:track:76tqQy0jGPC7lwaVk1Ndgz,"Neverending Love","Pearls Of Passion (Extended Version)","Roxette",1986-11-24,205733,42,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:53:58Z,"swedish pop","WM Sweden",0.72,0.844,6,-3.953,0,0.0298,0.0502,0.000409,0.179,0.977,121.918,4
spotify:track:6dzHn3s6KcXqS936CCCygE,"Nu tändas åter ljusen i min lilla stad","Gunnar Wiklund","Gunnar Wiklund",1960-02-02,189093,29,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:43:29Z,"dansband,swedish pop","Universal Music AB",0.538,0.25,7,-11.399,1,0.0491,0.835,0.0000551,0.0959,0.239,83.856,4
spotify:track:3y2VcpKHzwSAue0NExgcvZ,"När jag dör","Nya Perspektiv","Ola Magnell",1975,123600,35,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:49:10Z,"swedish pop,bisrock","WM Sweden",0.53,0.45,7,-8.506,1,0.0378,0.556,0,0.131,0.845,90.592,4
spotify:track:0LqoRcHy73bsFJIWBri6f1,"Obsession - Radio Edit","Massive Luxury Overdose","Army Of Lovers",1991,221693,22,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:57:17Z,"europop","Universal Music AB",0.76,0.724,1,-8.443,1,0.0271,0.0516,0.000487,0.17,0.945,103.98,4
spotify:track:0pFixk23q7fqD4yFMc2Xi2,"Om jag skriver en sång","Festivalfavoriter 2","Eva Dahlgren",2007-02-02,175733,6,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:50:38Z,"swedish pop","Parlophone Sweden",0.611,0.411,9,-9.605,1,0.0372,0.396,0.00000183,0.0916,0.478,112.521,4
spotify:track:5bme7hVqovI1WSr6SX4NA8,"One Way Ticket","One Way Ticket","Eleanor Bodel",1969,159746,32,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:46:09Z,"swedish pop,dansband","EMI",0.581,0.585,0,-6.599,0,0.0319,0.252,0.124,0.0826,0.846,125.398,4
spotify:track:6hHXft1nFyvfVv6UoRToPZ,"Our Last Summer","Super Trouper","ABBA",1980,259733,68,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:51:06Z,"","Polar Music International AB",0.504,0.528,2,-7.889,1,0.0244,0.72,0.0000628,0.432,0.414,98.341,4
spotify:track:1y43uBhFnyPaPmtUKFOg8h,"Play","My Truth","Robyn",1999-05-17,236493,20,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T04:00:44Z,"swedish pop","RCA/Ricochet",0.506,0.84,4,-5.73,1,0.0608,0.0158,0,0.359,0.719,169.885,4
spotify:track:3cKBBVTTz9jY2A0HBqNdPQ,"Precis som du","Irma","Irma",1991-01-04,246960,33,false,8blrladeh06ispxcd2fkwkdel,2026-08-27T03:57:17Z,"swedish pop,schlager","Columbia",0.639,0.814,9,-7.352,1,0.03,0.0618,0.00031,0.0448,0.724,107.892,4
