Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7fsWDVy88i6gznoQtlbOio,"(Du är så) Yeah Yeah, Wow Wow","En helt vanlig Svensson","Martin",1999-03-17,194933,50,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"swedish pop","Universal Music AB",0.479,0.857,0,-4.754,1,0.0646,0.00217,0,0.0713,0.801,175.102,4
spotify:track:72qwRwnHNGCnn8sFlVOwr4,"All 'Bout the Money","Seven Sisters","Meja",1997-12-08,172133,50,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"","Columbia",0.705,0.836,9,-6.582,1,0.0355,0.0576,0.00143,0.174,0.551,102.082,4
spotify:track:5CyxEqz7n4hRM7UIA5wIr8,"Allt ljus på mej","I centrum","Bo Kaspers Orkester",1998-09-25,253440,38,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"swedish pop","Columbia",0.663,0.561,3,-9.92,0,0.0345,0.106,0.0242,0.144,0.865,106.869,4
spotify:track:5E5iD6wpxcBw6J9VemdWGd,"Angels Crying","Last Man Standing","E-Type",1998-01-01,230440,54,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"eurodance,europop","Universal Music AB",0.605,0.989,11,-5.256,0,0.0329,0.0244,0.00224,0.277,0.969,138.219,4
spotify:track:6dVaKUAMcCPLTxbEGIHAin,"Betongdjungelboken","Föder NåT Nytt","Ayo",1998-10-25,258173,38,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"","RCA/Ricochet",0.739,0.831,11,-4.072,0,0.237,0.0234,0,0.291,0.728,92.997,4
spotify:track:5I4xjdu4DeKUNMiufzQLoA,"Big Big World","Big Big World","Emilia",1998-01-01,205466,62,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"","Universal Music AB",0.57,0.461,0,-10.249,1,0.0285,0.501,0.0000188,0.202,0.336,87.987,4
spotify:track:5ENZgmiqcT9gdQ4Q9wJoOt,"Calcutta (Taxi, Taxi, Taxi)","The Hits","Dr. Bombay",1998-03-05,199600,47,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"eurodance,europop","WM Sweden",0.729,0.999,1,-3.259,1,0.0702,0.00476,0.00545,0.375,0.704,137.989,4
spotify:track:1ntjFaRNVpC1V2cKekUnU5,"Cruel Summer","Flowers","Ace of Base",1998-01-21,215360,53,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"eurodance,europop","Playground Music",0.721,0.842,1,-1.97,0,0.0278,0.0129,0.00206,0.0734,0.88,109.968,4
spotify:track:2XNXjJUJQcVhtHxpVpJuFt,"Du är aldrig ensam","Tillbaks till världen","Mauro Scocco",1999-10-13,362333,35,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"swedish pop","Diesel",0.437,0.41,8,-10.178,1,0.0256,0.523,0.0000172,0.0869,0.292,153.827,4
spotify:track:3QnOeUwRd1v1eniL3VaQTg,"Eld och djupa vatten","Vägen tillbaka","Ken Ring",1999-01-01,237493,35,false,8blrladeh06ispxcd2fkwkdel,2026-06-05T17:47:51Z,"norwegian hip hop","Playground Music",0.747,0.618,1,-8.967,1,0.122,0.0125,0,0.316,0.467,92.786,4
