Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:7fZIj56tPuvMTTVZFDe8an,"Alex Is The Man","Lime Light","Ola & The Janglers",1966-01-01,170066,24,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"swedish pop,dansband,rockabilly","Universal Music AB",0.541,0.775,9,-8.183,0,0.0398,0.0967,0,0.32,0.927,99.624,4
spotify:track:0H33WTImWuFJW2jKpv1Web,"Alla har glömt","Diamanter","Towa Carson",2007-06-29,191186,27,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"dansband,schlager,swedish pop","Parlophone Sweden",0.459,0.437,1,-6.178,1,0.032,0.614,0,0.137,0.602,126.937,4
spotify:track:62gZY6joWPt97hbsbIdd4t,"Att angöra en brygga","O vad en liten gumma kan gno","Monica Zetterlund",2001-01-01,153826,48,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"jazz,vocal jazz","Universal Music AB",0.318,0.265,7,-14.034,0,0.0355,0.934,0.567,0.189,0.416,123.046,4
spotify:track:2sO5sBNlxYro7Qx06jtX6e,"Balladen om herr Fredrik Åkare och den söta fröken Cecilia Lind","Guldkorn (Romantikern)","Cornelis Vreeswijk",2001,175013,43,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"swedish pop","WM Sweden",0.484,0.0771,4,-15.298,0,0.0615,0.897,0.00000389,0.11,0.161,113.365,5
spotify:track:5ktvQ11IpqlZF60d0uJmsK,"Blommig falukorv","Blommig falukorv","Hans Alfredson",1996-01-01,130533,1,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"","Universal Music AB",0.692,0.321,3,-12.49,1,0.105,0.905,0.00000107,0.453,0.703,117.22,4
spotify:track:4bl8idKCKkuvOyHRFSWot4,"Brev från kolonien","Visor och oförskämdheter","Cornelis Vreeswijk",1965,144866,48,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"swedish pop","WM Sweden",0.604,0.325,4,-10.047,1,0.148,0.921,0,0.925,0.528,105.485,4
spotify:track:6bZqMRuNHt07wMtmSOQIwx,"Båtlåt","7 Bitar Robban + 7 Bitar Broberg","Robert Broberg",1967,142920,43,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"swedish pop,dansband","Parlophone Sweden",0.462,0.347,5,-10.426,1,0.0361,0.757,0.00000177,0.168,0.316,77.939,1
spotify:track:5DOmxu1IPJ1prDaOsUuIEP,"Börja om från början","Det var i vår ungdoms fagraste vår","Sven-Ingvars",1965-05-01,168093,21,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"dansband,swedish pop","Universal Music AB",0.576,0.814,7,-5.613,1,0.0815,0.414,0.00163,0.0469,0.861,87.863,4
spotify:track:3OkFDpVIkFPxjam3sSad8o,"Cadillac","We And Our Cadillac","Hep Stars",1964,161653,35,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"swedish pop,dansband","Parlophone Sweden",0.454,0.639,9,-7.322,1,0.0333,0.268,0.000792,0.0435,0.695,118.05,4
spotify:track:6X3IAvhe3gkkvGQ5e5Gng1,"Carola - 1998 Remastered Version","Tjejjer","Robert Broberg",1969,168386,15,false,8blrladeh06ispxcd2fkwkdel,2026-05-21T19:33:17Z,"swedish pop,dansband","WM Sweden",0.543,0.442,2,-10.113,1,0.142,0.688,0,0.0915,0.603,130.908,4
