Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1T0CdfKPKb1gJi4vCKpZ9C,"I Talk To The Wind","In The Court Of The Crimson King (Expanded & Remastered Original Album Mix)","King Crimson",1969-10-10,365659,60,false,falkenberg,2025-03-17T13:40:13Z,"progressive rock,art rock,psychedelic rock","Discipline Global Mobile",0.318,0.309,4,-17.587,1,0.0364,0.54,0.625,0.11,0.306,81.36,4
spotify:track:3mN9RcQg6oSPDSumrYNLFa,"Take Yours, I'll Take Mine","The Home We Built","Matthew Mole",2013-07-29,223680,30,false,21jysd26aq4kp4heiwx2kliiq,2025-03-18T08:54:16Z,"christian folk","Universal Music (Pty) Ltd.",0.68,0.609,3,-8.948,1,0.0437,0.549,0,0.337,0.398,138.096,4
