Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0AUiKbEc5DZKa9362LLyYj,"4 sekunder","Alla får påsar","Magnus Uggla",1993-11-25,244866,41,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"swedish pop","Uggly Music",0.827,0.795,0,-7.829,1,0.0689,0.00976,0,0.337,0.971,126.421,4
spotify:track:115wt3IxmsSOsQcTxJrEeF,"Amors pilar","Hå hå ja ja","Stefan Sundström & Apache",1993-01-01,345840,18,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"bisrock,swedish pop","MNW Music AB",0.419,0.308,4,-12.774,1,0.031,0.677,0.00000293,0.0792,0.385,117.005,4
spotify:track:6Ne4K5XPMGSnc54rOyCWNI,"Dansar aldrig nykter","Alla får påsar","Magnus Uggla",1993-11-25,189835,50,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"swedish pop","Uggly Music",0.831,0.713,5,-8.408,1,0.156,0.0256,0,0.33,0.791,128.013,4
spotify:track:4SYMibQ93bfzOk6uzkF0dO,"Don't Turn Around","The Sign","Ace of Base",1993-12-24,230186,63,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"eurodance,europop","Playground Music",0.745,0.771,4,-8.231,0,0.0755,0.00104,0.387,0.0574,0.752,95.623,4
spotify:track:1MRiNhpHXmz6YtIPlygh3o,"Du kan lita på mej","Du kan lita på mej","Tomas Ledin",1993-01-01,174040,39,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"swedish pop,dansband","Playground Music",0.775,0.942,4,-4.977,1,0.049,0.105,0,0.168,0.949,133.455,4
spotify:track:4QZ6hp2CKRaZG5RI9zXQqg,"Eloise","Eloise","Arvingarna",1993-04-11,188000,55,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"dansband,swedish pop","Rockmåsen AB",0.691,0.725,7,-3.501,1,0.0272,0.297,0,0.268,0.464,132.554,4
spotify:track:2IK41yezAA1kmuAvx2zWFe,"En Gammal Amazon","Greatest Hittllis","Svenne Rubins",2009-12-08,202333,48,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"dansband,epadunk,swedish pop,rockabilly","Start Klart",0.373,0.967,7,-5.934,1,0.0756,0.482,0,0.228,0.838,205.79,4
spotify:track:41AZHuVBj101ucLqLykb0a,"För kärlekens skull","I'd Rather Write A Symphony (Remastered 2009)","Ted Gärdestad",1980,242413,55,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"swedish pop","Universal Music AB",0.452,0.369,0,-10.341,1,0.0264,0.672,0.0000424,0.176,0.259,79.511,4
spotify:track:2snQ0KMjHYE1piBmrhQk3S,"Ishockeyfrisyr","Tomat","De Lyckliga Kompisarna",1993-01-01,107226,36,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"punk","Birdnest",0.33,0.938,4,-6.226,0,0.0979,0.0453,0,0.499,0.85,96.817,4
spotify:track:5RBQdZUyqi91YxY8OIDWad,"Here We Go","Supermarket","Stakka Bo",1993-01-01,238040,46,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"acid jazz","Universal Music AB",0.783,0.912,10,-7.646,0,0.0525,0.00784,0,0.0993,0.686,103.041,4
spotify:track:6QAw6oxTw2Dbe6irIQyMQz,"Hey Princess","Lacquer","Popsicle",1992-03-03,219733,31,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"swedish pop,jangle pop,power pop","WM Sweden",0.276,0.794,9,-3.253,1,0.0611,0.0000198,0.149,0.164,0.338,75.715,4
spotify:track:4rg0qXQd00nfQTTpu5U6sP,"Himlen är oskyldigt blå","I'd Rather Write A Symphony (Remastered 2009)","Ted Gärdestad",1980,273320,55,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"swedish pop","Universal Music AB",0.363,0.679,5,-6.895,1,0.0355,0.12,0.000382,0.075,0.307,159.323,4
spotify:track:4zNU3rEJKnUk1HGSTK5Aa9,"Hit Me With Your Lovething","Rhythm & Blonde","Louise Hoffsten",1993-03-24,183360,22,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"swedish pop","Rival Records",0.655,0.893,9,-8.049,1,0.0732,0.00307,0.00332,0.312,0.721,113.094,4
spotify:track:4Zjf4XQZushvULDYoYq7VG,"Hobo Humpin' Slobo Babe","We Care","Whale",1995-01-01,239506,43,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"","Hut",0.343,0.903,0,-6.176,1,0.0956,0.000297,0.435,0.702,0.452,170.244,4
spotify:track:0agwZ4LiWDNi8qcKObOVKY,"In Command - Radio Edit","Spectrum","Rob n Raz",2009-04-06,225400,36,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"eurodance","WM Sweden",0.715,0.995,1,-6.014,1,0.0451,0.0926,0.0619,0.247,0.71,130.036,4
spotify:track:2psLicPPDfTcPdUdHB5qww,"Jånni Balle","Alla får påsar","Magnus Uggla",1993-11-25,189133,30,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"swedish pop","Uggly Music",0.519,0.946,2,-3.989,1,0.224,0.0152,0,0.353,0.651,167.206,4
spotify:track:0lKCCB98LLz8hdCeSyoxdU,"Let the Best Man Win","Rhythm & Blonde","Louise Hoffsten",1993-03-24,288066,27,false,8blrladeh06ispxcd2fkwkdel,2026-04-21T14:35:31Z,"swedish pop","Rival Records",0.469,0.771,2,-8.747,1,0.0927,0.0671,0.043,0.0827,0.324,169.944,4
