Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:71VVctT9iyF3nOVLocoCeM,"Far jag kan inte få upp min kokosnöt","Svenska Sångfavoriter","Povel Ramel",2005-01-19,166573,36,false,8blrladeh06ispxcd2fkwkdel,2026-08-24T16:00:36Z,"comedy","Parlophone Sweden",0.808,0.509,7,-8.794,1,0.118,0.965,0.0000196,0.155,0.942,130.315,4
spotify:track:6jMwzBlpkEMPRyY1owLoIM,"Min Soldat","Minnenas Musik Vol.1","Ulla Billquist",2000-01-01,196400,29,false,8blrladeh06ispxcd2fkwkdel,2026-08-24T16:00:36Z,"","Universal Music AB",0.561,0.143,10,-14.719,1,0.0413,0.961,0.00531,0.134,0.527,106.128,4
spotify:track:2VUzwiw7n3gzMMbrcy5gUl,"Gun från Dragarbrunn","14 x Owe Thörnqvist","Owe Thörnqvist",1960-03-30,127933,27,false,8blrladeh06ispxcd2fkwkdel,2026-08-24T16:00:36Z,"dansband","WM Sweden",0.453,0.761,4,-5.632,1,0.0591,0.62,0,0.194,0.922,74.139,4
spotify:track:0BuDX28jWYDV71JcBJLCVL,"Storfiskarvalsen","25 år med Thore Skogman","Thore Skogman",1980-03-15,137306,20,false,8blrladeh06ispxcd2fkwkdel,2026-08-24T16:00:36Z,"dansband,swedish pop","Columbia",0.742,0.453,2,-12.694,1,0.0604,0.747,0.00000142,0.147,0.973,95.759,1
spotify:track:6NpvXAQRQEovxG0cnOyzBO,"Gröna granna sköna sanna sommar","40-Bästa","Lill-Babs",2019-02-20,145066,31,false,8blrladeh06ispxcd2fkwkdel,2026-08-24T16:00:36Z,"dansband,epadunk,swedish pop","Universal Music AB",0.645,0.482,3,-6.783,1,0.0305,0.684,0,0.138,0.887,92.455,4
spotify:track:5oo4vVTG5tUERk5JO01wvU,"Trettifyran","34:an","Per Myrberg",1965,141760,43,false,8blrladeh06ispxcd2fkwkdel,2026-08-24T16:00:36Z,"","WM Sweden",0.629,0.47,7,-9.923,1,0.107,0.693,0,0.173,0.92,93.699,4
spotify:track:2Pu4GtxAXJGzfxvKldqh8L,"Words Enough to Tell You","Mascots, 1964-68","Mascots",2007-06-22,115373,11,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T10:59:22Z,"swedish pop,proto-punk,garage rock","Parlophone Sweden",0.542,0.64,6,-7.195,1,0.0346,0.0049,0,0.114,0.307,145.117,4
spotify:track:6v3bQtMeF8PPmZ6sJ1XKXm,"I natt jag drömde något som","The Hep Stars","Hep Stars",2003-02-28,142506,29,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T10:59:31Z,"swedish pop,dansband","Parlophone Sweden",0.314,0.403,2,-7.412,1,0.0289,0.578,0,0.16,0.478,138.803,3
spotify:track:2oOBYT9Yarv057o52KfCp2,"Maria-Therèse - 1998 Remastered Version","7 Bitar Robban + 7 Bitar Broberg","Robert Broberg",1967,136813,35,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T10:59:40Z,"swedish pop,dansband","Parlophone Sweden",0.531,0.429,2,-9.832,1,0.0272,0.803,0.000022,0.318,0.42,109.536,4
spotify:track:1RmEZTHqW1wh3VVqPf8KH0,"Du ser en man","Bästa","Svante Thuresson",1999-05-28,241453,7,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T10:59:50Z,"swedish pop,christmas","WM Sweden",0.581,0.304,1,-10.659,1,0.0299,0.428,0.000115,0.055,0.297,83.182,4
spotify:track:6X3IAvhe3gkkvGQ5e5Gng1,"Carola - 1998 Remastered Version","Tjejjer","Robert Broberg",1969,168386,15,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:00:01Z,"swedish pop,dansband","WM Sweden",0.543,0.442,2,-10.113,1,0.142,0.688,0,0.0915,0.603,130.908,4
spotify:track:2HkXUCtoIYkFLf28kSFslF,"Femton minuter från Eslöv","20 bästa / Musik vi minns...","Östen Warnerbring",2001-01-01,210706,36,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:00:06Z,"dansband","Universal Music AB",0.439,0.424,8,-11.997,1,0.0565,0.842,0,0.119,0.614,138.01,4
spotify:track:4kLvdYc0KQ6YTzuQ5n9okg,"Regnet det bara öser ner","Originalinspelningar 1955-1980","Siw Malmkvist",2004-12-21,144440,23,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:01:45Z,"schlager,dansband,schlagerparty","WM Sweden",0.632,0.294,8,-12.075,1,0.0344,0.814,0.00000265,0.088,0.569,119.349,4
spotify:track:6zTlBc2Wt5kF8oMEJFBgz1,"Stetsonhatt","88 öres-revyn från skeppet","Tage Danielsson;Gunnar Svensson;Hasse Alfredson",1970-01-01,193413,24,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:01:52Z,"comedy,baroque","Universal Music AB",0.608,0.338,3,-14.79,1,0.402,0.973,0,0.714,0.743,139.39,4
spotify:track:0vkrKoW80Krm7kqHbR4Jfs,"Till SJ","Marsch på er alla pannkakor","Stefan Demert;Jeja Sundström",1971-01-01,148773,27,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:02:01Z,"dansband,bisrock","Universal Music AB",0.577,0.48,7,-15.921,1,0.382,0.708,0,0.424,0.879,121.426,4
spotify:track:6lBltO6iigVctC6LjVyViA,"Sommar'n som aldrig säger nej","Malta","Malta",2010-12-03,181360,31,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:06:38Z,"schlager","Parlophone Sweden",0.47,0.588,7,-5.004,1,0.0276,0.563,0,0.161,0.193,78.633,4
spotify:track:4xVJ5EzqmOErnimoPQuuQy,"Nu är det gott att leva - 2009 Remastered Version","Och 4 Ferlin","Olle Adolphson",1974-01-01,157613,32,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:06:47Z,"bisrock,swedish pop","Playground Music",0.596,0.129,2,-14.349,1,0.0485,0.972,0.00903,0.11,0.217,91.122,4
spotify:track:1TCLnogNLJvcQgqVd5euTI,"Krama dej","Schiffz","Björn Skifs",1975,202453,42,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:07:18Z,"","Parlophone Sweden",0.67,0.738,10,-6.679,1,0.0417,0.0782,0,0.0691,0.964,107.719,4
spotify:track:3JWMPfyqU8Q0UeNdtdz5OC,"Vandrar i ett regn - Live","Ett steg till","Pugh Rogefeldt",1975,215266,38,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:07:27Z,"swedish pop","WM Sweden",0.71,0.616,2,-9.341,1,0.0513,0.212,0.000049,0.751,0.596,127.488,4
spotify:track:4nnfDp3hFC9O4A3aITFchV,"Chapeau claque","Franska kort (Remastered 2009)","Ted Gärdestad",1976,225026,36,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:07:48Z,"swedish pop","Universal Music AB",0.75,0.606,10,-4.809,1,0.0354,0.45,0.0000329,0.201,0.718,122.801,4
spotify:track:1lEfCdYbU60cCtYNKcvqfi,"Det är så hälsosamt och stärkande i fjällen","Min stil","Jerry K. Gustafson;Scafell Pike",1978-07-01,196866,2,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:07:56Z,"swedish pop,dansband","Universal Music AB",0.672,0.781,0,-8.169,1,0.306,0.065,0,0.0421,0.921,149.602,4
spotify:track:6zk4lFEYIWs1UZZ03NVetT,"When I Kissed The Teacher","Arrival","ABBA",1976,181133,65,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:08:08Z,"","Polar Music International AB",0.527,0.939,3,-5.795,1,0.0442,0.519,0.0000613,0.06,0.714,153.755,4
spotify:track:3SunH1GkKX0dzohKrlq2b1,"Lady","Watch Out!","Björn Skifs",1977,196080,8,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:08:39Z,"","Parlophone Sweden",0.586,0.614,0,-6.974,0,0.0279,0.648,0,0.135,0.853,103.379,4
spotify:track:6asmjDP47ZO4ttw0akEYpO,"Raggare Is A Bunch Of Motherfuckers","Safe Society","The Rude Kids",1979-02-02,170769,4,true,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:08:47Z,"hardcore punk,proto-punk,punk","Universal Music AB",0.17,0.967,4,-4.971,1,0.104,0.00494,0.109,0.32,0.384,193.117,4
spotify:track:6QlZgv0dA0MVEFs78itmav,"Rulla in en boll och låt den rulla","Jordsmak","Gösta Linderholm",1978,229973,37,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:08:54Z,"dansband,swedish pop","WM Sweden",0.487,0.784,0,-9.69,1,0.125,0.0978,0,0.0727,0.961,173.862,4
spotify:track:0j9aigyo7QgCMitnZUuMnS,"Flickorna på TV2","Gyllene Tider","Gyllene Tider",1980-02-18,234826,54,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:09:15Z,"swedish pop,dansband","Parlophone Sweden",0.573,0.687,0,-4.982,1,0.0473,0.0624,0,0.0728,0.932,86.85,4
spotify:track:4YGv1AqHS3XjU9fdwNAXbi,"Stackars Jack","Längre Inåt Landet","Ulf Lundell",1980,269680,40,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:09:43Z,"swedish pop","Parlophone Sweden",0.542,0.554,2,-9.492,1,0.036,0.0319,0,0.223,0.448,126.352,4
spotify:track:5Eok8CMlVZIIqvQ96YF2ad,"Låt kärleken slå rot","Stormvarning (Remastered 2009)","Ted Gärdestad",1981,286906,49,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:10:10Z,"swedish pop","Universal Music AB",0.577,0.889,7,-4.009,1,0.0345,0.124,0.000123,0.286,0.586,123.61,4
spotify:track:40IHflbrHcOuC8ZcYxUSAC,"One Of Us","The Visitors (Deluxe Edition)","ABBA",1981,237013,65,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:10:17Z,"","Polar Music International AB",0.652,0.397,7,-15.245,1,0.0385,0.478,0.000946,0.0679,0.858,82.235,4
spotify:track:407wu5eLntYCezb2oqNjlx,"Popitop","Almanacka +","Dag Vag",1983-07-01,236786,43,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:10:25Z,"swedish pop","Silence Records",0.482,0.951,0,-4.843,1,0.132,0.167,0.318,0.964,0.733,177.449,4
spotify:track:5LG3PSIeUJCiNy2S7DynFu,"3:ans spårvagn genom ljuva livet","Genom ljuva livet","Eldkvarn",1981-01-01,201200,35,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:11:17Z,"swedish pop,bisrock","MNW Music AB",0.594,0.714,9,-11.993,1,0.0304,0.00124,0,0.0884,0.852,118.774,4
spotify:track:2vzbU55mjsWmcTPCDbVQ5n,"Bilder från en ö","Atlantis / Bilder från en ö (2007 mastering)","Björn J:son Lindh",1983-01-01,288853,16,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:11:56Z,"jazz fusion","Universal Music AB",0.332,0.318,4,-10.607,0,0.0294,0.846,0.955,0.0614,0.149,138.004,4
spotify:track:5tnLEPaMxK784EXOjfluW5,"Slå mig med din rytmenpinne","Silence - Vild i skogen","Aston Reymers Rivaler;M.A. Numminen",2021-05-14,205466,4,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:12:06Z,"swedish pop,finnish rock,iskelmä,tango,finnish pop","Silence Records",0.53,0.881,2,-8.661,1,0.0444,0.00831,0.00026,0.0569,0.856,109.508,4
spotify:track:7dwhjYslIbWL0QZBx1v0wP,"I dina ögon","Sent i september","Ratata",1985-01-01,170333,28,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:12:14Z,"swedish pop","Universal Music AB",0.568,0.856,7,-7.789,0,0.0294,0.109,0.00247,0.23,0.926,100.027,4
spotify:track:70IZGGvS20lWpdwC0tll0E,"All of Your Attention","Diamanter - 80-Talet","Visitors",2013-12-27,203840,3,false,8blrladeh06ispxcd2fkwkdel,2026-08-17T11:12:44Z,"swedish pop","Parlophone Sweden",0.674,0.791,5,-9.475,0,0.031,0.318,0.00217,0.107,0.977,135.454,4
